Coin,Name,Symbol,PCoin,PPrice,Trend_1D,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
EOS*(-3),EOS*(-3)/USDT,eos3susdt,4,8,2,0.0,7e-06,1,0,1,1,2.785e-05,1.451e-05,3.04e-06,7e-06,10000.00000456,-9999.9999848,4.53e-06,7e-06,1.116e-05,1.116e-05,False,False,1,3.04e-06,3.04e-06,2.785e-05,1.626e-05
TRAC,TRAC/USDT,tracusdt,4,4,2,0.0,0.7199,0,1,1,0,0.4073,0.2,0.3583,0.9364,10000.3447,-9999.3298,0.5992,0.7199,1.0846,1.0846,False,False,0,0.3583,0.2,0.9364,0.3152
WEMIX,WEMIX/USDT,wemixusdt,4,4,1,0.0,4.6055,1,2,1,0,3.9486,2.0038,1.2364,4.6055,10001.6393,1.2364,4.6951,4.6055,4.6951,4.6951,False,False,1,1.2364,1.2364,3.9486,2.8945
VEMP,VEMP/USDT,vempusdt,3,5,2,0.0,0.0,0,1,0,0,0.04493,0.02303,0.11934,0.134,10000.04022,0.11934,0.11934,0.11934,0.11934,0.11934,False,False,0,0.0,0.02303,0.134,0.03902
UIP,UIP/USDT,uipusdt,2,6,1,0.0,0.000719,0,1,0,0,0.00051,0.000259,0.000421,0.000719,10000.000359,0.000421,0.000421,0.000719,0.005931,0.005931,False,False,0,0.00042,0.000259,0.000719,0.000353
MPL,MPL/USDT,mplusdt,4,4,1,0.0,53.6299,0,1,0,1,27.3583,21.2642,45.0,53.6299,10027.3583,45.0,13.55,53.6299,13.55,13.55,False,False,0,85.0009,21.2642,53.6299,24.0609
GALFT,GALFT/USDT,galftusdt,6,4,1,0.0,4.721,0,1,0,0,2.63,1.7567,2.8115,4.721,10002.3608,2.8115,2.8115,4.721,7.1601,7.1601,False,False,0,2.0,1.7567,4.721,2.3479
BNB,BNB/USDT,bnbusdt,4,2,2,385.35,442.4,1,2,1,1,323.7,310.6,217.84,460.04,10290.22,217.84,385.35,402.58,591.95,591.95,False,False,1,460.04,217.84,323.7,316.73
DIA,DIA/USDT,diausdt,4,4,1,0.0,1.2499,1,2,1,0,1.2,0.391,0.3019,1.2499,10000.3941,0.3019,1.0387,1.2499,1.0387,1.0387,False,False,1,0.3019,0.3019,1.2,0.5377
TLM,TLM/USDT,tlmusdt,4,6,2,0.0,0.0,1,2,0,1,0.043107,0.035178,0.023743,0.148453,10000.038245,0.023743,0.09804,0.09804,0.09804,0.09804,False,False,1,0.148453,0.023743,0.043107,0.03944
JASMY,JASMY/USDT,jasmyusdt,4,6,1,0.0,0.021526,0,1,0,1,0.016,0.008267,0.017306,0.021526,10000.013759,0.017415,0.017306,0.021526,0.029404,0.029404,False,False,0,0.0542,0.008267,0.021526,0.012487
CVC,CVC/USDT,cvcusdt,2,4,1,0.2436,0.3247,1,2,1,1,0.1992,0.1518,0.1072,0.3247,10000.1644,0.1072,0.2557,0.3247,0.4995,0.4995,False,False,1,0.1072,0.1072,0.1992,0.187
RVN,RVN/USDT,rvnusdt,2,6,2,0.048,0.080808,0,1,1,1,0.036462,0.019713,0.048,0.078117,10000.031546,-9999.933373,0.048,0.063987,0.135008,0.135008,False,False,0,0.078117,0.019713,0.078117,0.030088
AMP,AMP/USDT,ampusdt,4,6,2,0.0,0.0,1,2,0,0,0.014937,0.010489,0.009649,0.030764,10000.011668,0.009649,0.027469,0.027469,0.027469,0.027469,False,False,1,0.0,0.009649,0.014937,0.013245
OGO,OGO/USDT,ogousdt,2,6,2,0.0,0.0,0,1,0,0,0.002058,0.000491,0.013362,0.0144,10000.000889,-9999.986944,0.013362,0.013362,0.013362,0.013362,False,False,0,0.0,0.000491,0.0144,0.00071
QTUM,QTUM/USDT,qtumusdt,4,4,2,5.481,7.9919,0,1,1,1,4.3906,3.121,5.481,9.6408,10004.1195,-9992.0837,5.481,6.8081,15.6998,15.6998,False,False,0,9.6408,3.121,9.6408,4.0243
WXT,WXT/USDT,wxtusdt,2,6,0,0.007514,0.0,2,1,0,1,0.012213,0.007942,0.007514,0.013422,0.013422,-9999.989639,0.007514,0.008554,0.0066,0.0066,False,False,0,0.013422,0.007942,0.013422,0.011863
ELON,ELON/USDT,elonusdt,2,9,1,6.45e-07,1.264e-06,0,1,0,1,6.1e-07,3.5e-07,7.39e-07,1.264e-06,10000.000000533,7.39e-07,7.39e-07,1.264e-06,1.74e-06,1.74e-06,False,False,0,1.298e-06,3.5e-07,1.264e-06,4.98e-07
XLM,XLM/USDT,xlmusdt,4,6,1,0.0,0.241224,1,2,1,0,0.145356,0.118435,0.104051,0.241224,10000.133921,0.104051,0.161803,0.241224,0.359395,0.359395,False,False,1,0.104051,0.104051,0.145356,0.13463
LITH,LITH/USDT,lithusdt,4,6,1,0.0,0.002919,0,1,0,0,0.002355,0.001617,0.002342,0.002919,10000.002065,0.002342,0.024696,0.002919,0.024696,0.024696,False,False,0,0.002342,0.001617,0.002836,0.00201
BOBA,BOBA/USDT,bobausdt,4,4,2,0.0,1.4396,0,1,1,0,0.5648,0.3567,1.0027,1.9299,10000.4951,-9998.4376,1.6856,1.4396,1.6856,1.6856,False,False,0,1.0027,0.3567,1.9299,0.4899
DOCK,DOCK/USDT,dockusdt,2,6,1,0.0,0.039228,0,1,0,0,0.022784,0.013852,0.035821,0.039228,10000.022,0.035821,0.035821,0.039228,0.08782,0.08782,False,False,0,0.02854,0.013852,0.039228,0.020877
GALA,GALA/USDT,galausdt,2,6,1,0.0,0.291498,0,1,0,1,0.11722,0.049342,0.192164,0.291498,10000.086456,0.192164,0.192164,0.291498,0.126755,0.126755,False,False,0,0.154022,0.049342,0.291498,0.083146
VALUE,VALUE/USDT,valueusdt,4,4,1,0.0,0.764,1,2,1,0,0.1912,0.1309,0.1,0.764,10000.1449,0.1,1.3539,0.764,1.3539,1.3539,False,False,1,0.1,0.1,0.1912,0.1534
FIL*3,FIL*3/USDT,fil3lusdt,4,9,2,0.0,0.001069,0,1,1,1,2.3e-05,8e-06,0.000407,0.001663,10000.000012049,-9999.99901,0.105376,0.001069,0.105376,0.105376,False,False,0,0.000407,8e-06,0.001663,1.1363e-05
RAD,RAD/USDT,radusdt,4,4,1,4.2056,5.9516,0,1,0,1,2.459,1.4272,4.8604,5.9516,10002.12,4.8604,4.8604,5.9516,10.7486,10.7486,False,False,0,9.6336,1.4272,5.9516,2.0505
SDN,SDN/USDT,sdnusdt,2,4,2,0.0,0.8951,0,1,1,0,0.58,0.31,0.725,1.0494,10000.4184,-9999.1609,1.2026,0.8951,2.3544,2.3544,False,False,0,0.725,0.31,1.0494,0.4055
AST,AST/USDT,astusdt,4,4,1,0.1265,0.1735,1,2,1,1,0.1161,0.0529,0.0492,0.1735,10000.0685,0.0492,0.1351,0.1735,0.3143,0.3143,False,False,1,0.0492,0.0492,0.1161,0.0919
BIX,BIX/USDT,bixusdt,4,6,1,0.0,0.051013,0,1,0,0,0.033923,0.021965,0.037818,0.051013,10000.029486,0.037818,0.037818,0.051013,0.070015,0.070015,False,False,0,0.028,0.021965,0.051013,0.025821
ANC,ANC/USDT,ancusdt,4,4,1,0.0,2.2644,0,1,0,1,0.62,0.0355,1.5809,2.2644,10000.1877,1.5809,3.5908,2.2644,3.5908,3.5908,False,False,0,1.5809,0.0355,2.2644,0.1398
XPRT,XPRT/USDT,xprtusdt,4,4,1,0.0,4.0028,0,1,0,1,2.2175,1.1231,2.7965,4.0028,10001.7653,2.7965,5.315,4.0028,8.8436,8.8436,False,False,0,2.7965,1.1231,4.0028,1.6714
ONE,ONE/USDT,oneusdt,2,6,1,0.217303,0.180115,0,1,0,1,0.067409,0.032031,0.109734,0.180115,10000.050414,0.109734,0.217303,0.180115,0.289788,0.289788,False,False,0,0.37939,0.032031,0.180115,0.049053
DAC,DAC/USDT,dacusdt,2,6,2,0.0,0.0,0,1,0,0,0.000106,4.8e-05,0.000986,0.00138,10000.000078,-9999.999008,0.001075,0.001075,0.001075,0.001075,False,False,0,0.0,4.8e-05,0.00138,7.8e-05
FLOKI,FLOKI/USDT,flokiusdt,2,8,1,0.0,5.282e-05,0,1,0,0,1.203e-05,6.3e-06,2.449e-05,5.282e-05,10000.00001056,2.449e-05,4.352e-05,5.282e-05,4.352e-05,4.352e-05,False,False,0,0.0,6.3e-06,5.282e-05,1.035e-05
WOZX,WOZX/USDT,wozxusdt,4,4,1,0.0,0.1467,0,2,1,0,0.143,0.0851,0.0931,0.1467,10000.1046,0.0931,0.5914,0.1467,0.5914,0.5914,False,False,1,0.0931,0.0931,0.143,0.1065
ATP,ATP/USDT,atpusdt,2,7,1,0.0,0.00035,0,1,0,0,0.0001701,7.01e-05,0.00029,0.00035,10000.0001481,0.00029,0.00146,0.00035,0.00146,0.00146,False,False,0,0.00029,7.01e-05,0.00035,0.0001396
USDT,USDT/BRL,usdtbrl,1,3,2,0.0,0.0,0,0,0,0,5.289,4.652,5.017,5.017,10005.199,-9995.346,5.017,5.017,5.017,5.017,False,False,1,0.0,4.654,5.289,4.931
IRIS,IRIS/USDT,irisusdt,2,6,1,0.079564,0.085209,0,1,0,1,0.035303,0.016546,0.049574,0.085209,10000.027582,0.049574,0.079564,0.085209,0.117085,0.117085,False,False,0,0.14436,0.016546,0.082536,0.024372
BULL,BULL/USDT,bullusdt,2,6,1,0.0,0.043916,0,1,0,0,0.05,0.011002,0.02691,0.043916,10000.028365,0.02691,0.165334,0.043916,0.165334,0.165334,False,False,0,0.0,0.011002,0.043916,0.024937
NEST,NEST/USDT,nestusdt,2,5,2,0.0111,0.0228,1,0,1,1,0.03615,0.02,0.013,0.0228,10000.0161,-9999.96678,0.0185,0.0228,0.0161,0.0161,False,False,1,0.013,0.013,0.03615,0.03501
XDEFI,XDEFI/USDT,xdefiusdt,4,4,1,0.0,0.8027,0,1,0,0,0.5463,0.2279,0.6876,0.8027,10000.2438,0.6876,1.2499,0.8027,1.2499,1.2499,False,False,0,0.0,0.2279,0.8027,0.2417
HT,HT/USDT,htusdt,4,4,2,8.6738,10.05,0,1,1,1,7.8507,6.0,8.6738,9.919,10007.1771,-9990.477,8.6738,9.63,10.4129,10.4129,False,False,0,9.919,6.0,9.919,7.0039
APN,APN/USDT,apnusdt,2,6,1,0.0,0.013218,1,2,1,0,0.004382,0.00244,0.0021,0.013218,10000.0024,0.0021,0.058,0.013218,0.065255,0.065255,False,False,1,0.0021,0.0021,0.004382,0.002582
UNB,UNB/USDT,unbusdt,4,6,2,0.005201,0.0,1,2,0,1,0.0034,0.0015,0.001292,0.009216,10000.002002,0.001292,0.005201,0.006426,0.086275,0.086275,False,False,1,0.009216,0.001292,0.0034,0.002611
NOIA,NOIA/USDT,noiausdt,4,4,2,0.0,0.0,0,1,0,0,0.0748,0.0668,0.1743,0.2095,10000.0715,0.1743,0.1743,0.1743,0.1743,0.1743,False,False,0,0.0,0.0668,0.2095,0.0709
MATIC,MATIC/USDT,maticusdt,4,6,2,1.330001,1.879269,0,1,1,1,0.769737,0.501765,1.330001,1.749821,10000.678446,-9998.362941,1.330001,1.699281,1.871728,1.871728,False,False,0,1.749821,0.501765,1.749821,0.659169
ORBR,ORBR/USDT,orbrusdt,4,4,2,0.0,0.0,0,0,0,0,29.8379,18.1052,25.3662,25.3662,10021.2167,25.3662,25.3662,25.3662,25.3662,25.3662,False,False,1,0.0,18.1052,29.8379,21.0161
POKT,POKT/USDT,poktusdt,2,6,1,0.0,0.67,0,1,0,1,0.268553,0.201009,0.354368,0.67,10000.255501,0.354368,2.052,0.67,2.052,2.052,False,False,0,0.354368,0.201009,0.67,0.247922
ARV,ARV/USDT,arvusdt,2,8,1,0.0,0.00039987,0,1,0,0,0.00023119,0.00013503,0.00023407,0.00039987,10000.00021029,0.00023407,0.000431,0.00039987,0.000431,0.000431,False,False,0,0.0,0.00013503,0.00039987,0.00019995
BAL,BAL/USDT,balusdt,2,4,1,11.5448,14.7669,0,1,0,1,8.8816,7.3791,11.7073,14.7669,10008.1413,11.7073,13.8299,14.7669,27.3606,27.3606,False,False,0,11.7073,7.3791,14.7669,7.8374
PSTAKE,PSTAKE/USDT,pstakeusdt,4,4,2,0.0,0.0,1,2,0,0,0.629,0.2195,0.2,1.4,10000.2639,0.2,0.9402,0.9402,0.9402,0.9402,False,False,1,0.0,0.2,0.629,0.37
NHBTC,NHBTC/USDT,nhbtcusdt,4,4,1,0.0,0.0659,0,1,0,0,0.0325,0.01,0.053,0.0659,10000.0189,0.0535,0.053,0.0659,0.3512,0.3512,False,False,0,0.0,0.01,0.0659,0.0178
USDT,USDT/TRY,usdttry,4,3,2,0.0,0.0,1,0,0,0,16.366,15.594,13.0,14.361,10014.99,-9984.279,14.361,14.361,14.361,14.361,False,False,1,0.0,13.0,16.366,15.802
NEAR,NEAR/USDT,nearusdt,2,4,1,13.107,19.8,0,1,0,1,10.2888,5.2569,7.3859,19.8,10006.3888,7.3859,13.107,19.8,10.5315,10.5315,False,False,0,20.6056,5.2569,19.8,6.1362
DCR,DCR/USDT,dcrusdt,4,4,2,49.0698,73.0793,0,1,1,1,43.8818,28.6176,49.0698,84.0624,10038.6561,-9937.741,49.0698,63.5077,103.4225,103.4225,False,False,0,84.0624,28.6176,84.0624,38.6561
EGS,EGS/USDT,egsusdt,4,6,2,0.0,0.0,1,2,0,0,0.0275,0.011426,0.006605,0.370002,10000.014,0.006605,0.11353,0.11353,0.11353,0.11353,False,False,1,0.0,0.006605,0.0275,0.016655
BLZ,BLZ/USDT,blzusdt,2,4,1,0.0,0.2356,0,1,0,0,0.0835,0.0463,0.1262,0.2356,10000.0835,0.1262,0.1262,0.2356,0.2665,0.2665,False,False,0,0.0,0.0463,0.2356,0.0796
HOT,HOT/USDT,hotusdt,2,6,1,0.0,0.0047,0,1,0,0,0.002667,0.001642,0.004022,0.0047,10000.002195,0.004022,0.004022,0.0047,0.01488,0.01488,False,False,0,0.0035,0.001642,0.004577,0.00207
GMPD,GMPD/USDT,gmpdusdt,2,6,2,0.0,0.0,0,0,0,0,1.4798,0.04975,1.145,1.145,10000.050415,-9999.000443,1.145,1.145,1.145,1.145,False,False,1,0.0,0.055,1.4798,0.050027
PERP,PERP/USDT,perpusdt,4,4,1,0.0,5.0208,0,1,0,0,1.2703,1.0251,3.7683,5.0208,10001.228,3.7683,3.9615,5.0208,3.9615,3.9615,False,False,0,0.0,1.0251,5.0208,1.1875
UPI,UPI/USDT,upiusdt,4,4,2,0.0,0.0,1,2,0,1,0.0531,0.021,0.0141,0.1799,10000.0222,0.0141,0.145,0.145,0.145,0.145,False,False,1,0.1799,0.0141,0.0531,0.0299
MDX,MDX/USDT,mdxusdt,2,4,1,0.232,0.2595,0,1,0,1,0.1171,0.0821,0.209,0.2595,10000.0988,0.209,0.232,0.2595,1.04,1.04,False,False,0,0.3429,0.0821,0.2595,0.0962
SHIB,SHIB/USDT,shibusdt,2,8,2,0.0,3.289e-05,1,2,1,0,1.438e-05,1.035e-05,9.07e-06,3.519e-05,10000.00001353,9.07e-06,5.703e-05,3.289e-05,5.703e-05,5.703e-05,False,False,1,1.705e-05,9.07e-06,1.438e-05,1.183e-05
EOS*3,EOS*3/USDT,eos3lusdt,4,10,2,7.22e-05,0.00028739,0,1,1,1,1.601e-05,4.75e-06,7.22e-05,0.00013379,10000.0000084622,-9999.99990686,7.22e-05,0.00011665,0.0027848,0.0027848,False,False,0,0.00013379,4.75e-06,0.00013379,7.9982e-06
LTC*(-3),LTC*(-3)/USDT,ltc3susdt,4,10,0,8.415e-07,2.3596e-06,2,1,1,1,4.1348e-06,1.9223e-06,8.415e-07,4.683e-06,4.683e-06,-9999.9999974216,8.415e-07,1.3149e-06,1.9086e-06,1.9086e-06,False,False,0,4.683e-06,1.9223e-06,4.683e-06,2.0747e-06
ZEC*3,ZEC*3/USDT,zec3lusdt,4,8,1,0.0,0.00055617,0,1,0,1,9.595e-05,2.282e-05,0.0002555,0.00055617,10000.00008288,0.0002555,0.0002555,0.00055617,0.00525258,0.00525258,False,False,0,0.00574399,2.282e-05,0.00055617,7.39e-05
VRA,VRA/USDT,vrausdt,4,6,2,0.018329,0.0,0,1,0,1,0.010661,0.005241,0.018329,0.030878,10000.008372,-9999.975443,0.018329,0.0252,0.025102,0.025102,False,False,0,0.030878,0.005241,0.030878,0.008052
GAL,GAL/USDT,galusdt,4,4,2,0.0,0.0,0,0,0,0,18.471,1.5,14.667,14.667,10007.1693,-9986.0589,14.667,14.667,14.667,14.667,False,False,1,0.0,1.5,18.471,6.8867
TITAN,TITAN/USDT,titanusdt,4,6,2,0.0,1.423336,1,0,1,1,7.907019,2.36,0.9801,1.423336,10001.262047,-9997.530099,5.068995,1.423336,5.068995,5.068995,False,False,1,0.9801,0.9801,7.907019,2.535866
ENS,ENS/USDT,ensusdt,4,4,2,16.0474,23.4573,0,1,1,1,15.1144,7.3712,16.0474,29.4926,10013.4718,-9979.6292,16.0474,20.5735,42.0009,42.0009,False,False,0,29.4926,7.3712,29.4926,12.1926
MBOX,MBOX/USDT,mboxusdt,4,4,2,0.0,0.0,0,1,0,1,1.2894,0.8112,1.8085,4.4198,10001.1194,-9997.1295,2.3169,2.3169,2.3169,2.3169,False,False,0,2.7148,0.8112,4.4198,1.0685
AVAX,AVAX/USDT,avaxusdt,4,4,1,65.5446,90.538,0,1,0,1,48.6392,23.4804,81.37,90.538,10032.6897,81.37,81.37,90.538,74.5065,74.5065,False,False,0,103.6142,23.4804,89.9003,31.4913
OGN,OGN/USDT,ognusdt,2,4,1,0.4446,0.6715,0,1,0,1,0.3226,0.1485,0.5592,0.6715,10000.2498,0.5592,0.5592,0.6715,1.0125,1.0125,False,False,0,0.7251,0.1485,0.6715,0.2438
SUKU,SUKU/USDT,sukuusdt,4,4,1,0.0,0.3798,1,2,1,0,0.1534,0.1013,0.061,0.3798,10000.0968,0.061,0.5204,0.3798,0.5204,0.5204,False,False,1,0.061,0.061,0.1534,0.1231
NODE,NODE/USDT,nodeusdt,2,6,1,0.0,0.000478,0,1,0,0,4.5e-05,1.9e-05,0.000365,0.000478,10000.000037,0.000365,0.000437,0.000478,0.000437,0.000437,False,False,0,0.0,1.9e-05,0.000478,3.5e-05
NPT,NPT/USDT,nptusdt,4,4,2,0.0,0.0,0,1,0,0,3.5796,2.0446,5.8814,8.0,10002.7883,-9994.2,5.8814,5.8814,5.8814,5.8814,False,False,0,0.0,2.0446,8.0,2.6474
DOT,DOT/USDT,dotusdt,4,4,2,15.9999,23.1895,0,1,1,1,12.11,7.305,15.9999,23.8574,10010.3334,-9978.3976,15.9999,19.5606,50.9046,50.9046,False,False,0,23.8574,7.305,23.8574,10.073
LOL,LOL/USDT,lolusdt,4,6,2,0.0,0.0,0,1,0,0,4.8e-05,2e-05,0.000437,0.000536,10000.00004,-9999.999572,0.000437,0.000437,0.000437,0.000437,False,False,0,0.0,2e-05,0.000536,3.4e-05
GMEE,GMEE/USDT,gmeeusdt,4,4,1,0.0,0.15,0,1,0,0,0.024,0.0152,0.11,0.15,10000.0205,0.11,0.1663,0.15,0.1663,0.1663,False,False,0,0.0,0.0152,0.15,0.0202
WICC,WICC/USDT,wiccusdt,4,4,1,0.0,0.1771,0,1,0,0,0.0949,0.059,0.1444,0.1771,10000.0788,0.1444,0.1501,0.1771,0.1726,0.1726,False,False,0,0.1444,0.059,0.1771,0.0785
RLC,RLC/USDT,rlcusdt,4,4,2,0.0,2.212,0,1,1,1,1.0075,0.6246,1.3649,2.5996,10000.9491,-9997.6575,1.87,2.212,4.9755,4.9755,False,False,0,1.3649,0.6246,2.5996,0.9149
CEL,CEL/USDT,celusdt,4,4,2,0.0,0.0,0,1,0,0,1.0666,0.5724,2.1211,2.35,10000.774,-9997.9106,2.1211,2.1211,2.1211,2.1211,False,False,0,0.0,0.5724,2.35,0.7572
MU,MU/USDT,muusdt,4,6,2,0.0,0.0,0,0,0,0,0.124567,0.01,0.04092,0.04092,10000.0344,-9999.968,0.04092,0.04092,0.04092,0.04092,False,False,1,0.0,0.01,0.124567,0.033091
KCASH,KCASH/USDT,kcashusdt,2,6,1,0.0,0.003643,0,1,0,0,0.001601,0.000764,0.00151,0.003643,10000.001394,0.00151,0.009643,0.003643,0.009643,0.009643,False,False,0,0.0,0.000764,0.003643,0.00132
ACA,ACA/USDT,acausdt,4,4,2,0.9813,0.0,0,1,0,1,0.5608,0.3202,0.9813,2.1712,10000.4009,-9998.5132,0.9813,1.4424,1.9912,1.9912,False,False,0,2.1712,0.3202,2.1712,0.3843
LTC,LTC/USDT,ltcusdt,4,2,1,0.0,134.06,0,1,0,0,75.21,54.42,91.51,134.06,10072.55,91.51,91.51,134.06,197.73,197.73,False,False,0,96.35,54.42,133.27,70.9
ORB,ORB/USDT,orbusdt,4,6,2,0.0,0.0,0,0,0,0,0.87359,0.035,0.425001,0.425001,10000.113904,-9999.582419,0.425001,0.425001,0.425001,0.425001,False,False,1,0.0,0.035,0.87359,0.101873
GLMR,GLMR/USDT,glmrusdt,4,4,1,0.0,2.9096,0,1,0,0,1.5598,1.051,2.3066,2.9096,10001.2608,2.3066,2.3066,2.9096,5.7122,5.7122,False,False,0,1.71,1.051,2.9096,1.1963
UMA,UMA/USDT,umausdt,4,4,2,0.0,6.9562,0,1,1,0,4.1857,2.1917,4.3455,13.2401,10003.6441,-9992.9287,12.4274,6.9562,12.4274,12.4274,False,False,0,4.3455,2.1917,13.2401,3.4633
XRT,XRT/USDT,xrtusdt,4,4,2,0.0,9.0367,0,1,1,1,6.2679,3.3622,6.01,17.4356,10004.6162,-9986.3973,6.7858,9.0367,19.0445,19.0445,False,False,0,6.01,3.3622,17.4356,4.4692
PVT,PVT/USDT,pvtusdt,2,8,1,0.0,8e-05,1,2,1,0,3.198e-05,2.207e-05,2.001e-05,8e-05,10000.00002498,2.001e-05,0.000338,8e-05,0.000338,0.000338,False,False,1,2.001e-05,2.001e-05,3.198e-05,2.883e-05
SPELLFIRE,SPELLFIRE/USDT,spellfireusdt,4,6,1,0.0,0.0282,0,1,0,0,0.0125,0.004523,0.008494,0.0282,10000.0079,0.008494,0.139899,0.0282,0.139899,0.139899,False,False,0,0.008494,0.004523,0.0282,0.007332
DTA,DTA/USDT,dtausdt,4,8,1,0.0,0.00012511,0,1,0,0,5e-05,2.344e-05,4.204e-05,0.00012511,10000.00003867,4.204e-05,6.802e-05,0.00012511,0.00043898,0.00043898,False,False,0,4.204e-05,2.344e-05,0.00012511,3.808e-05
FLOW,FLOW/USDT,flowusdt,4,4,2,5.127,0.0,0,1,0,1,3.6311,2.31,5.127,8.2,10002.9146,-9993.1745,5.127,6.8342,13.8024,13.8024,False,False,0,8.2,2.31,8.2,2.8274
ROCO,ROCO/USDT,rocousdt,4,4,1,0.3562,0.189,0,1,0,1,0.1448,0.079,0.1678,0.189,10000.1193,0.1678,0.3562,0.189,0.882,0.882,False,False,0,0.75,0.079,0.189,0.1117
EOS,EOS/USDT,eosusdt,4,4,2,2.2965,2.77,0,1,1,1,1.571,1.1101,2.2965,2.8885,10001.3713,-9997.2929,2.2965,2.6845,4.481,4.481,False,False,0,2.8885,1.1101,2.8885,1.3412
UUU,UUU/USDT,uuuusdt,2,8,2,0.0,0.0,0,1,0,0,5.368e-05,2e-05,0.000462,0.00063,10000.0000441,-9999.999577,0.000462,0.000462,0.000462,0.000462,False,False,0,0.0,2e-05,0.00063,3.422e-05
CRE,CRE/USDT,creusdt,2,6,1,0.0,0.007982,1,2,1,0,0.006654,0.003915,0.003235,0.007982,10000.00442,0.003235,0.006564,0.007982,0.012335,0.012335,False,False,1,0.003235,0.003235,0.006654,0.006146
CTX(C2X),CTX(C2X)/USDT,ctxc2xusdt,4,6,2,0.0,0.0,0,1,0,1,1.393879,0.37095,1.887592,4.820199,10001.265189,-9997.229507,1.887592,1.887592,1.887592,1.887592,False,False,0,4.820199,0.37095,4.820199,1.165224
1SOL,1SOL/USDT,1solusdt,4,4,1,0.0,0.4157,1,2,1,0,0.1134,0.0851,0.085,0.4157,10000.0958,0.085,2.2,0.4157,2.2,2.2,False,False,1,0.085,0.085,0.1134,0.1051
SC,SC/USDT,scusdt,2,6,2,0.008174,0.012303,0,1,1,1,0.005727,0.003519,0.008174,0.014737,10000.005585,-9999.986637,0.008174,0.009914,0.019482,0.019482,False,False,0,0.014737,0.003519,0.014737,0.005304
SIS,SIS/USDT,sisusdt,4,4,1,0.0,1.2069,0,1,0,0,0.4422,0.2501,1.1515,1.2069,10000.3227,1.1515,2.6499,1.2069,2.6499,2.6499,False,False,0,1.1515,0.2501,1.2069,0.3051
ICX,ICX/USDT,icxusdt,4,4,2,0.5827,0.9196,0,1,1,1,0.4382,0.2896,0.5827,1.12,10000.4009,-9999.2803,0.5827,0.7441,2.1001,2.1001,False,False,0,1.12,0.2896,1.12,0.3825
C98,C98/USDT,c98usdt,4,4,1,1.145,1.6265,0,1,0,1,0.6528,0.3437,1.3944,1.6265,10000.6528,1.3944,1.3944,1.6265,1.89,1.89,False,False,0,1.9654,0.3437,1.6265,0.5828
WND,WND/USDT,wndusdt,4,4,1,0.0,0.8825,0,1,0,0,0.2249,0.2102,0.6,0.8825,10000.2113,0.6,0.7666,0.8825,3.8571,3.8571,False,False,0,0.6,0.2102,0.8825,0.211
IOST,IOST/USDT,iostusdt,4,6,2,0.0,0.027852,0,1,1,0,0.020274,0.014087,0.019458,0.05436,10000.017958,-9999.965123,0.024705,0.027852,0.051252,0.051252,False,False,0,0.019458,0.014087,0.05436,0.017518
DF,DF/USDT,dfusdt,2,4,1,0.0,0.22,0,1,0,0,0.063,0.0206,0.1523,0.22,10000.0393,0.1523,0.1959,0.22,0.1959,0.1959,False,False,0,0.0,0.0206,0.22,0.0382
HOLO,HOLO/USDT,holousdt,4,6,1,0.0,0.005327,1,2,1,0,0.002899,0.002344,0.002327,0.005327,10000.002529,0.002327,0.004168,0.005327,0.004168,0.004168,False,False,1,0.002327,0.002327,0.002899,0.002474
RANKER,RANKER/USDT,rankerusdt,4,6,1,0.0,0.026372,1,2,1,0,0.02664,0.009504,0.008003,0.026372,10000.011137,0.008003,0.1533,0.026372,0.1533,0.1533,False,False,1,0.008003,0.008003,0.02664,0.013198
GOF,GOF/USDT,gofusdt,2,4,1,0.0,0.1597,0,1,0,0,0.0708,0.054,0.102,0.1597,10000.0659,0.102,0.113,0.1597,0.5238,0.5238,False,False,0,0.102,0.054,0.1597,0.0636
DHT,DHT/USDT,dhtusdt,4,4,1,0.3825,0.44,0,1,0,0,0.443,0.1135,0.2178,0.44,10000.1595,0.2178,0.3825,0.44,0.9642,0.9642,False,False,0,0.0,0.1135,0.44,0.1317
SOL,SOL/USDT,solusdt,2,4,2,75.3195,143.8324,0,1,1,1,59.3056,37.5315,75.3195,143.5047,10052.902,-9869.4275,75.3195,121.9595,233.2171,233.2171,False,False,0,143.5047,37.5315,143.5047,51.8264
LOKA,LOKA/USDT,lokausdt,4,4,1,0.0,3.48,0,1,0,0,2.351,0.7824,2.2037,3.48,10001.3352,2.2037,2.4605,3.48,2.4605,2.4605,False,False,0,0.0,0.7824,3.48,1.226
FTM,FTM/USDT,ftmusdt,4,4,1,2.1117,1.23,0,1,0,1,0.5969,0.2374,1.0581,1.23,10000.4623,1.0581,1.0581,1.23,2.1389,2.1389,False,False,0,1.0354,0.2374,1.23,0.4295
NANO,NANO/USDT,nanousdt,4,4,1,0.0,3.2894,1,2,1,0,1.3298,0.9353,0.8334,3.2894,10001.1817,0.8334,5.7188,3.2894,5.7188,5.7188,False,False,1,0.8334,0.8334,1.3298,1.1261
