Coin,Name,Symbol,PCoin,PPrice,Trend_5M,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice
TLM,TLM/USDT,tlmusdt,4,6,2,0.033994,0.034308,1,2,2,0,0.035078,0.035077,0.034838,0.038245,0.038245,0.034838,0.034838,0.034308,0.033141,0.033141,True,False,1,0.033751,0.034838,0.035078
SNT,SNT/USDT,sntusdt,4,6,0,0.032998,0.032595,1,0,1,0,0.035209,0.033072,0.032998,0.034167,0.034167,-9999.966052,0.032998,0.032595,0.032149,0.032149,False,False,1,0.032087,0.032998,0.035209
CTXC,CTXC/USDT,ctxcusdt,4,4,0,0.1285,0.1277,1,0,1,0,0.1287,0.1287,0.1285,0.1286,0.1286,-9999.8713,0.1285,0.1284,0.1279,0.1279,False,False,1,0.1286,0.1285,0.1287
BORING,BORING/USDT,boringusdt,2,6,2,0.021755,0.022484,0,1,1,1,0.021289,0.021251,0.021755,0.02204,10000.021251,-9999.97796,0.021755,0.021989,0.021501,0.021501,False,False,0,0.02204,0.021251,0.02204
ARPA,ARPA/USDT,arpausdt,2,6,0,0.03297,0.033194,1,0,1,0,0.033382,0.0331,0.03297,0.032981,0.032981,-9999.966784,0.03297,0.032981,0.032472,0.032472,False,False,1,0.032575,0.03297,0.033382
INJ,INJ/USDT,injusdt,4,4,1,2.2314,2.2476,1,2,1,1,2.2218,2.2218,2.2146,2.2369,2.2369,2.2146,2.2146,2.2369,2.219,2.219,True,True,1,2.2116,2.2146,2.2218
ETC,ETC/USDT,etcusdt,4,4,0,20.1326,20.2781,1,0,1,0,20.2241,20.207,20.1326,20.2082,20.2082,-9979.793,20.1326,20.2082,20.1465,20.1465,False,False,1,20.0626,20.1326,20.2241
ONT,ONT/USDT,ontusdt,4,4,0,0.2668,0.2659,1,0,1,0,0.2731,0.2682,0.2668,0.2698,0.2698,-9999.73,0.2668,0.2698,0.2628,0.2628,False,False,1,0.2711,0.2668,0.2731
EOS*3,EOS*3/USDT,eos3lusdt,4,10,2,6.9272e-06,7.0114e-06,1,2,1,1,7.1994e-06,7.1888e-06,7.11e-06,7.2408e-06,7.2408e-06,7.11e-06,7.11e-06,7.2408e-06,6.9707e-06,6.9707e-06,True,True,1,6.9449e-06,7.11e-06,7.1994e-06
PAI,PAI/USDT,paiusdt,4,6,2,0.001276,0.001203,1,0,1,1,0.001206,0.001206,0.001178,0.001203,10000.001178,-9999.998794,0.001192,0.001203,0.001216,0.001216,False,False,1,0.001178,0.001178,0.001206
EFI,EFI/USDT,efiusdt,4,4,2,0.2094,0.2081,1,2,1,1,0.2086,0.2084,0.2081,0.2089,0.2089,0.2081,0.2081,0.2081,0.203,0.203,True,False,1,0.2039,0.2081,0.2086
MONO,MONO/USDT,monousdt,4,4,0,0.5001,0.0,1,0,0,0,0.5021,0.5021,0.5001,0.5003,0.5003,-9999.4979,0.5001,0.4795,0.4795,0.4795,False,False,1,0.5003,0.5001,0.5021
MBOX,MBOX/USDT,mboxusdt,4,4,2,1.0366,1.0594,0,1,1,1,1.038,1.0315,1.0366,1.0469,10001.035,-9998.9547,1.0366,1.0422,1.0617,1.0617,False,False,0,1.0469,1.0315,1.0469
LOOT,LOOT/USDT,lootusdt,4,4,2,0.0,0.0,0,0,0,0,1.0927,1.0915,1.0964,1.0964,10001.0917,1.0964,1.0964,1.0964,1.0964,1.0964,False,False,0,0.0,1.0915,1.0965
XCH,XCH/USDT,xchusdt,4,4,1,36.5306,36.4672,2,1,1,1,36.1597,35.6043,35.6174,36.6398,36.6398,35.6174,36.5306,36.6398,36.7327,36.7327,False,True,0,35.6174,35.6043,36.6398
XLM,XLM/USDT,xlmusdt,4,6,2,0.125884,0.127685,1,2,1,1,0.12781,0.127243,0.126942,0.128016,0.128016,0.126942,0.126942,0.128016,0.126585,0.126585,True,True,1,0.126648,0.126942,0.12781
YGG,YGG/USDT,yggusdt,4,4,1,0.6487,0.6545,1,2,1,1,0.6289,0.6251,0.6181,0.6545,10000.6234,0.6181,0.6487,0.6545,0.5898,0.5898,False,False,1,0.6181,0.6181,0.6289
LOOM,LOOM/USDT,loomusdt,2,6,2,0.04864,0.049304,1,0,1,1,0.049369,0.049369,0.04873,0.049304,10000.04873,-9999.950631,0.049263,0.049304,0.049049,0.049049,False,False,1,0.04873,0.04873,0.049369
CNNS,CNNS/USDT,cnnsusdt,2,6,2,0.000278,0.0,1,2,0,1,0.000267,0.000267,0.000254,0.000281,10000.000254,0.000254,0.000278,0.000197,0.000198,0.000198,False,False,1,0.000281,0.000254,0.000267
SWRV,SWRV/USDT,swrvusdt,4,4,1,0.0654,0.0639,0,1,0,1,0.0634,0.0598,0.0614,0.0639,10000.0613,0.0614,0.0654,0.0639,0.0594,0.0594,False,False,0,0.0614,0.0598,0.0639
GMEE,GMEE/USDT,gmeeusdt,4,4,1,0.0,0.0194,1,2,1,0,0.0194,0.019,0.019,0.0195,0.0195,0.019,0.019,0.0195,0.0196,0.0196,True,True,1,0.0186,0.019,0.0194
YAM,YAM/USDT,yamusdt,4,4,0,0.0,0.0,2,1,0,1,0.2002,0.2002,0.1843,0.2283,0.2283,-9999.7847,0.1843,0.1843,0.1843,0.1843,False,False,0,0.2283,0.2002,0.2283
LOL,LOL/USDT,lolusdt,4,6,1,0.0,3e-05,0,1,0,1,2.9e-05,2.5e-05,2.9e-05,3e-05,10000.000028,2.9e-05,2.9e-05,3e-05,2.9e-05,2.9e-05,False,False,0,3e-05,2.5e-05,3e-05
LPT,LPT/USDT,lptusdt,4,4,0,15.0107,15.2808,1,0,1,0,15.1085,15.0726,15.0107,15.067,15.067,-9984.8915,15.0107,15.067,15.169,15.169,False,False,1,15.3403,15.0107,15.1085
ASTR,ASTR/USDT,astrusdt,2,6,1,0.05578,0.055719,1,2,1,1,0.05533,0.05533,0.054853,0.05549,0.055454,0.054853,0.054853,0.05549,0.056349,0.056349,True,True,1,0.054661,0.054853,0.05533
ADA,ADA/USDT,adausdt,4,6,1,0.513325,0.531568,2,1,1,1,0.529623,0.524642,0.523768,0.530586,0.530586,0.523768,0.525233,0.530586,0.514698,0.514698,False,True,0,0.523768,0.524642,0.530586
IOST,IOST/USDT,iostusdt,4,6,1,0.016738,0.016758,1,2,1,1,0.016729,0.016678,0.016625,0.016735,0.016735,0.016625,0.016625,0.016735,0.016459,0.016459,True,True,1,0.016565,0.016625,0.016729
NULS,NULS/USDT,nulsusdt,2,4,1,0.2134,0.215,0,1,1,0,0.2115,0.2028,0.212,0.2126,10000.2088,0.2134,0.2134,0.215,0.2106,0.2106,False,False,0,0.212,0.2028,0.2126
VRA,VRA/USDT,vrausdt,4,6,0,0.007826,0.00798,1,0,1,0,0.00814,0.007875,0.007826,0.007913,0.007913,-9999.992026,0.007826,0.007913,0.008041,0.008041,False,False,1,0.007962,0.007826,0.00814
BTC,BTC/USDT,btcusdt,6,2,1,29314.73,29431.44,1,2,1,1,29342.56,29229.74,29187.5,29343.75,29343.75,29187.5,29187.5,29343.75,29144.17,29144.17,True,True,1,29159.27,29187.5,29342.56
BETH,BETH/USDT,bethusdt,6,2,2,0.0,0.0,2,1,0,0,1907.93,1800.46,1803.9,1920.0,1920.0,-8158.32,1832.92,1832.92,1832.92,1832.92,False,False,0,0.0,1800.46,1920.0
DF,DF/USDT,dfusdt,2,4,2,0.0378,0.0386,0,1,1,1,0.037,0.0368,0.0378,0.0384,10000.037,-9999.9616,0.0378,0.0383,0.0353,0.0353,False,False,0,0.0384,0.0368,0.0384
POKT,POKT/USDT,poktusdt,2,6,0,0.217298,0.227858,2,1,1,1,0.221428,0.220358,0.217298,0.222467,0.222467,-9999.779383,0.217298,0.216861,0.231067,0.231067,False,False,0,0.222467,0.220358,0.222467
TOP,TOP/USDT,topusdt,4,6,2,0.0,0.0,2,1,0,0,0.000445,0.000426,0.000425,0.000445,0.000445,0.000425,0.000425,0.000445,0.000431,0.000431,True,True,0,0.0,0.000426,0.000445
FIS,FIS/USDT,fisusdt,2,4,2,0.0,0.0,1,2,0,1,0.314,0.314,0.3052,0.333,10000.3052,0.3052,0.3103,0.3103,0.3103,0.3103,False,False,1,0.333,0.3052,0.314
VIDY,VIDY/USDT,vidyusdt,2,6,0,0.0,0.0,2,1,0,1,0.000206,0.000196,0.000195,0.000204,0.000204,-9999.9998,0.000195,0.000195,0.000195,0.000195,False,False,0,0.000204,0.000196,0.000204
LHB,LHB/USDT,lhbusdt,2,6,2,0.0,0.0,0,0,0,0,0.001455,0.001391,0.001393,0.0014,10000.001391,-9999.998601,0.0014,0.0014,0.0014,0.0014,False,False,1,0.0,0.001393,0.001455
USDT,USDT/UAH,usdtuah,1,2,1,0.0,37.36,2,1,1,1,37.3,35.2,34.91,37.35,37.35,34.91,35.75,37.35,35.7,35.7,False,True,0,34.91,35.2,37.35
SEELE,SEELE/USDT,seeleusdt,2,6,0,0.007221,0.007308,1,0,1,0,0.007471,0.007264,0.007221,0.0073,0.0073,-9999.992695,0.007221,0.007258,0.00735,0.00735,False,False,1,0.0073,0.007221,0.007471
NUM,NUM/USDT,numusdt,4,4,2,0.0,0.0,0,0,0,0,0.1024,0.0913,0.0978,0.0978,10000.0954,-9999.9049,0.0978,0.0978,0.0978,0.0978,False,False,1,0.0,0.0969,0.1024
DODO,DODO/USDT,dodousdt,4,4,2,0.1347,0.1355,1,2,1,1,0.1354,0.1351,0.1345,0.1357,0.1357,0.1345,0.1345,0.1355,0.1387,0.1387,True,False,1,0.1327,0.1345,0.1354
ZBC,ZBC/USDT,zbcusdt,4,6,2,0.0,0.0,0,1,0,0,0.017616,0.016641,0.017096,0.017564,10000.017195,-9999.982745,0.017211,0.017211,0.017211,0.017211,False,False,0,0.0,0.016641,0.017564
HIVE,HIVE/USDT,hiveusdt,2,4,1,0.4754,0.4767,2,1,1,0,0.4757,0.4757,0.4733,0.4758,0.4758,0.4733,0.474,0.4758,0.4703,0.4703,False,True,0,0.4733,0.4757,0.4758
CSPR,CSPR/USDT,csprusdt,1,4,1,0.0,0.039,1,2,1,0,0.0382,0.0379,0.0379,0.039,10000.0381,0.0379,0.0384,0.039,0.0388,0.0388,False,False,1,0.0379,0.0379,0.0382
ZEC*3,ZEC*3/USDT,zec3lusdt,4,8,0,6.591e-05,6.65e-05,1,0,1,0,6.724e-05,6.724e-05,6.591e-05,6.664e-05,6.664e-05,-9999.99993276,6.591e-05,6.65e-05,7.397e-05,7.397e-05,False,False,1,6.5e-05,6.591e-05,6.724e-05
THETA,THETA/USDT,thetausdt,4,4,0,1.2128,1.2301,1,0,1,0,1.222,1.2185,1.2128,1.2193,1.2193,-9998.7815,1.2128,1.2193,1.2139,1.2139,False,False,1,1.2045,1.2128,1.222
REEF,REEF/USDT,reefusdt,4,6,0,0.004301,0.004356,1,0,1,0,0.004368,0.004347,0.004301,0.004334,0.004334,-9999.99564,0.004301,0.004334,0.004324,0.004324,False,False,1,0.004286,0.004301,0.004368
IOTX,IOTX/USDT,iotxusdt,2,6,0,0.032466,0.032649,1,0,1,0,0.033957,0.033705,0.032466,0.033225,0.033225,-9999.966295,0.032466,0.032649,0.031832,0.031832,False,False,1,0.031882,0.032466,0.033957
LBA,LBA/USDT,lbausdt,4,6,0,0.001227,0.001262,1,0,1,0,0.001376,0.001267,0.001227,0.001311,0.001311,-9999.998704,0.001227,0.001262,0.00123,0.00123,False,False,1,0.001202,0.001227,0.001376
APE,APE/USDT,apeusdt,4,4,0,7.7153,7.8116,1,0,1,0,7.7961,7.772,7.7153,7.769,7.769,-9992.228,7.7153,7.769,7.7856,7.7856,False,False,1,7.6892,7.7153,7.7961
FOR,FOR/USDT,forusdt,2,6,2,0.018833,0.018916,1,2,1,1,0.018849,0.018849,0.01882,0.018969,10000.018821,0.01882,0.018905,0.018916,0.019351,0.019351,False,False,1,0.018834,0.01882,0.018849
SYS,SYS/USDT,sysusdt,4,4,2,0.2001,0.0,2,1,0,1,0.2001,0.1981,0.198,0.2001,0.2001,0.198,0.198,0.2001,0.2046,0.2046,True,True,0,0.2093,0.1981,0.2001
CAKE,CAKE/USDT,cakeusdt,4,4,0,4.414,0.0,2,1,0,1,4.4896,4.4526,4.441,4.4966,4.4966,4.441,4.441,4.4966,4.4409,4.4409,True,True,0,4.5121,4.4526,4.4966
FTT,FTT/USDT,fttusdt,4,4,1,29.9449,29.9269,1,2,1,1,29.9232,29.9229,29.8655,29.9269,10029.8655,29.8655,29.8743,29.9269,29.7356,29.7356,False,False,1,29.8655,29.8655,29.9232
WNXM,WNXM/USDT,wnxmusdt,4,4,2,0.0,0.0,2,0,0,0,17.077,16.5686,16.553,17.0034,17.0034,-9983.0195,16.7904,17.0034,16.7904,16.7904,False,False,0,0.0,16.5686,17.0034
GALA,GALA/USDT,galausdt,2,6,0,0.080508,0.082176,1,0,1,0,0.081942,0.081459,0.080508,0.081897,0.081897,-9999.918541,0.080508,0.081897,0.081018,0.081018,False,False,1,0.080438,0.080508,0.081942
TT,TT/USDT,ttusdt,2,6,2,0.00588,0.005976,1,0,1,1,0.005984,0.005923,0.005905,0.005976,10000.005924,-9999.99406,0.005934,0.005976,0.005914,0.005914,False,False,1,0.005905,0.005905,0.005984
BCH*(-3),BCH*(-3)/USDT,bch3susdt,4,8,2,3.33e-05,0.0,1,2,0,1,3.372e-05,3.03e-05,2.916e-05,3.441e-05,10000.00003053,2.916e-05,3.33e-05,3.177e-05,3.134e-05,3.134e-05,False,False,1,3.441e-05,2.916e-05,3.372e-05
SHIB,SHIB/USDT,shibusdt,2,8,1,1.151e-05,1.164e-05,0,1,0,1,1.159e-05,1.147e-05,1.154e-05,1.164e-05,10000.00001155,1.154e-05,1.158e-05,1.164e-05,1.161e-05,1.161e-05,False,False,0,1.154e-05,1.147e-05,1.164e-05
GT,GT/USDT,gtusdt,2,4,2,5.6615,5.6645,1,0,1,1,5.7222,5.651,5.6491,5.6645,10005.6491,-9994.3268,5.6551,5.6645,5.5866,5.5866,False,False,1,5.6491,5.6491,5.7222
LBP,LBP/USDT,lbpusdt,4,6,2,0.002115,0.0,0,1,0,1,0.002066,0.002066,0.002115,0.002132,10000.002066,-9999.997868,0.002115,0.002119,0.002229,0.002229,False,False,0,0.002132,0.002066,0.002132
GLM,GLM/USDT,glmusdt,4,4,0,0.2489,0.2502,2,1,1,1,0.2489,0.2489,0.2489,0.2546,0.2546,-9999.7499,0.2489,0.2497,0.2496,0.2496,False,False,0,0.2546,0.2489,0.2546
TRAC,TRAC/USDT,tracusdt,4,4,2,0.0,0.0,0,0,0,0,0.3294,0.3057,0.3079,0.3079,10000.3093,-9999.6917,0.3079,0.3079,0.3079,0.3079,False,False,1,0.0,0.2995,0.3294
ACA,ACA/USDT,acausdt,4,4,0,0.3583,0.364,1,0,1,0,0.3667,0.3634,0.3583,0.3615,0.3615,-9999.6362,0.3583,0.3615,0.3685,0.3685,False,False,1,0.3664,0.3583,0.3667
OCN,OCN/USDT,ocnusdt,4,8,1,0.00011646,0.00012893,1,2,1,1,0.0001179,0.00011291,0.00011289,0.00012893,10000.00011456,0.00011289,0.00011481,0.00012893,0.00010453,0.00010453,False,False,1,0.00011289,0.00011289,0.0001179
AAVE,AAVE/USDT,aaveusdt,4,4,1,89.7843,91.8782,2,1,1,1,90.0801,88.9935,89.1726,90.7,90.7,89.1726,91.5779,90.7,89.3002,89.3002,False,True,0,89.1726,88.9935,90.7
VSYS,VSYS/USDT,vsysusdt,2,6,1,0.004443,0.004496,0,1,0,1,0.004475,0.004364,0.004479,0.004496,10000.004388,0.004479,0.004479,0.004496,0.004336,0.004336,False,False,0,0.004496,0.004364,0.004496
LINK*(-3),LINK*(-3)/USDT,link3susdt,4,4,0,21.3922,22.7034,2,1,1,1,21.7778,21.7539,21.3922,22.0831,22.0831,-9977.9169,21.3922,22.0359,22.1629,22.1629,False,False,0,22.0831,21.7539,22.0831
NGL,NGL/USDT,nglusdt,4,4,0,0.4577,0.4815,1,0,1,0,0.4824,0.4577,0.4577,0.4709,0.4709,-9999.5264,0.4577,0.4709,0.4727,0.4727,False,False,1,0.4636,0.464,0.4824
SKU,SKU/USDT,skuusdt,4,6,1,0.0,0.031279,0,1,0,1,0.029198,0.029087,0.031178,0.031279,10000.029087,0.031178,0.031178,0.031279,0.027,0.027,False,False,0,0.029989,0.029087,0.031279
COMP,COMP/USDT,compusdt,6,2,0,66.28,66.92,1,0,1,0,67.2,66.87,66.28,66.63,66.63,-9933.13,66.28,66.63,65.62,65.62,False,False,1,65.81,66.28,67.2
H2O,H2O/USDT,h2ousdt,4,6,2,0.0,0.0,1,2,0,0,0.60625,0.595,0.5955,0.605,0.605,0.5955,0.5955,0.601272,0.601272,0.601272,True,False,1,0.0,0.5955,0.60625
CVC,CVC/USDT,cvcusdt,2,4,0,0.1764,0.1774,1,0,1,0,0.1787,0.1779,0.1764,0.1785,0.1785,-9999.8221,0.1764,0.1774,0.1746,0.1746,False,False,1,0.1753,0.1764,0.1787
PERP,PERP/USDT,perpusdt,4,4,2,1.1427,1.0848,1,2,1,1,1.1556,1.1556,1.1396,1.2703,10001.1437,1.1396,1.1427,1.0863,1.0857,1.0857,False,False,1,1.2703,1.1396,1.1556
ITC,ITC/USDT,itcusdt,4,6,2,0.0,0.0,2,1,0,0,0.010179,0.009794,0.00967,0.010085,0.010085,0.00967,0.009893,0.010085,0.009893,0.009893,False,True,0,0.0,0.009794,0.010085
RLY,RLY/USDT,rlyusdt,2,4,2,0.0,0.0659,1,2,1,0,0.0665,0.0663,0.0661,0.0665,0.0665,0.0661,0.0661,0.0665,0.0652,0.0652,True,True,1,0.0655,0.0661,0.0665
COTI,COTI/USDT,cotiusdt,2,4,2,0.1065,0.1083,1,2,1,1,0.1073,0.1067,0.1063,0.1073,0.1073,0.1063,0.1063,0.1073,0.1063,0.1063,True,True,1,0.1067,0.1063,0.1073
XYO,XYO/USDT,xyousdt,4,6,0,0.009618,0.009041,1,2,1,1,0.009841,0.009841,0.00974,0.009936,0.009936,0.009753,0.00974,0.009041,0.009209,0.009209,True,False,1,0.009936,0.009753,0.009841
MULTI,MULTI/USDT,multiusdt,4,4,2,0.0,0.0,1,2,0,1,5.9381,5.8421,5.8308,6.1596,6.1596,5.8308,5.8308,5.808,5.808,5.808,True,False,1,6.0067,5.8308,5.9381
NAS,NAS/USDT,nasusdt,4,4,1,0.0954,0.0962,1,2,1,1,0.0936,0.0931,0.0928,0.0962,10000.0931,0.0928,0.0957,0.0962,0.0955,0.0955,False,False,1,0.0928,0.0928,0.0936
ATOM,ATOM/USDT,atomusdt,3,4,2,10.9583,11.1563,0,1,1,1,10.957,10.7846,10.9423,11.0512,10010.902,-9988.9988,10.9583,11.0167,11.1639,11.1639,False,False,0,11.0308,10.7846,11.0512
VISION,VISION/USDT,visionusdt,4,6,2,0.013408,0.0,1,2,0,1,0.012979,0.012653,0.012239,0.01422,10000.012686,0.012239,0.013408,0.01396,0.01396,0.01396,False,False,1,0.01422,0.012239,0.012979
HOLO,HOLO/USDT,holousdt,4,6,0,0.0,0.0,1,0,0,0,0.002752,0.002752,0.002452,0.002452,0.002452,-9999.997248,0.002452,0.002452,0.002452,0.002452,False,False,1,0.0,0.002452,0.002752
MLN,MLN/USDT,mlnusdt,4,4,2,29.7936,29.9581,0,1,1,1,29.5248,29.3785,29.7936,29.9836,10029.4385,-9970.0164,29.7936,29.8773,29.8389,29.8389,False,False,0,29.9836,29.3785,29.9836
DIO,DIO/USDT,diousdt,2,6,2,0.0,0.0,1,2,0,0,0.058997,0.056753,0.055607,0.058853,10000.057056,0.055607,0.058128,0.058128,0.058128,0.058128,False,False,1,0.0,0.055607,0.058997
STORJ,STORJ/USDT,storjusdt,4,4,0,0.5309,0.5413,1,2,1,1,0.5353,0.5348,0.5319,0.535,0.535,0.5319,0.5319,0.532,0.5298,0.5298,True,False,1,0.535,0.5319,0.5353
SPELL,SPELL/USDT,spellusdt,4,6,1,0.001373,0.001404,0,1,0,1,0.001374,0.001374,0.001382,0.001404,10000.001374,0.001386,0.001382,0.001404,0.001333,0.001333,False,False,0,0.001523,0.001374,0.001404
DOSE,DOSE/USDT,doseusdt,4,4,2,0.0,0.0,1,0,0,1,0.0386,0.0361,0.0299,0.032,10000.0309,-9999.9638,0.031,0.031,0.031,0.031,False,False,1,0.032,0.0299,0.0386
GQ,GQ/USDT,gqusdt,4,6,2,0.0,0.007454,1,2,1,1,0.007564,0.007478,0.007058,0.008299,0.008299,0.007058,0.007058,0.007454,0.007854,0.007854,True,False,1,0.006663,0.007058,0.007564
HUNT,HUNT/USDT,huntusdt,4,4,2,0.0,0.0,0,0,0,0,0.484,0.4608,0.4697,0.4777,10000.4728,-9999.5245,0.4754,0.4754,0.4754,0.4754,False,False,1,0.0,0.4697,0.484
DKA,DKA/USDT,dkausdt,2,6,2,0.0,0.0,2,1,0,1,0.052201,0.049923,0.048669,0.052337,0.052337,-9999.947914,0.048885,0.048885,0.048885,0.048885,False,False,0,0.050255,0.049923,0.052337
PRQ,PRQ/USDT,prqusdt,4,4,2,0.1227,0.122,0,0,0,1,0.1256,0.1165,0.1204,0.122,10000.1181,-9999.8777,0.1204,0.122,0.1226,0.1226,False,False,1,0.1233,0.1213,0.1256
ARV,ARV/USDT,arvusdt,2,8,0,0.00018841,0.00019256,2,0,1,1,0.00019245,0.00018853,0.00018841,0.00019183,0.00019183,-9999.99980999,0.00018841,0.00018985,0.0001903,0.0001903,False,False,0,0.00019183,0.00018853,0.00019183
XEC,XEC/USDT,xecusdt,2,8,0,4.539e-05,4.547e-05,2,1,1,1,4.549e-05,4.549e-05,4.539e-05,4.574e-05,4.574e-05,-9999.99995426,4.539e-05,4.545e-05,4.525e-05,4.525e-05,False,False,0,4.574e-05,4.549e-05,4.574e-05
ABBC,ABBC/USDT,abbcusdt,4,4,1,0.0888,0.0905,0,2,0,1,0.0907,0.0898,0.09,0.0905,0.0905,0.0901,0.09,0.0905,0.0919,0.0919,True,False,1,0.0916,0.0901,0.0907
EGLD,EGLD/USDT,egldusdt,4,4,2,91.1465,91.5363,2,1,1,1,91.0683,91.0682,91.0302,91.3166,91.3166,91.0302,91.0302,91.3166,89.3894,89.3894,True,True,0,90.5933,91.0682,91.3166
DOT*2,DOT*2/USDT,dot2lusdt,4,4,1,0.4298,0.4365,1,2,1,1,0.4331,0.433,0.4277,0.4365,10000.4277,0.4277,0.4385,0.4365,0.4335,0.4335,False,False,1,0.4277,0.4277,0.4331
UNI,UNI/USDT,uniusdt,4,4,2,5.0901,5.2036,1,2,1,1,5.2088,5.1495,5.1594,5.2247,5.2247,5.1603,5.1594,5.2036,5.0352,5.0352,True,False,1,5.122,5.1603,5.2088
PSTAKE,PSTAKE/USDT,pstakeusdt,4,4,2,0.0,0.0,1,0,0,0,0.4233,0.3773,0.3514,0.3529,10000.3539,-9999.6136,0.3529,0.3529,0.3529,0.3529,False,False,1,0.0,0.3514,0.4233
ONSTON,ONSTON/USDT,onstonusdt,4,6,2,0.0,0.0,0,1,0,0,0.048448,0.043022,0.043612,0.04952,10000.043901,-9999.951496,0.043612,0.043612,0.043612,0.043612,False,False,0,0.0,0.043022,0.04952
TUSD,TUSD/USDT,tusdusdt,4,4,0,0.0,0.0,0,0,0,0,1.0014,1.0012,1.0012,1.0012,1.0012,-9998.9987,1.0012,1.0012,1.0012,1.0012,False,False,0,0.0,1.0012,1.0013
CAN,CAN/USDT,canusdt,4,6,1,0.0,0.000552,0,1,0,0,0.000522,0.000517,0.000524,0.000552,10000.000521,0.000524,0.000524,0.000552,0.000557,0.000557,False,False,0,0.0,0.000517,0.000551
DHT,DHT/USDT,dhtusdt,4,4,1,0.0,0.133,1,2,1,1,0.1318,0.1286,0.1281,0.133,10000.1281,0.1281,0.1312,0.133,0.1225,0.1225,False,False,1,0.1281,0.1281,0.1318
QRDO,QRDO/USDT,qrdousdt,4,4,1,0.5311,0.535,1,2,1,1,0.5288,0.5194,0.5203,0.535,10000.5212,0.5203,0.5335,0.535,0.525,0.525,False,False,1,0.5203,0.5203,0.5288
STARLY,STARLY/USDT,starlyusdt,4,4,2,0.0,0.0,0,0,0,1,0.5022,0.4474,0.4561,0.4602,10000.4555,-9999.5151,0.4567,0.4567,0.4567,0.4567,False,False,1,0.4602,0.4561,0.5022
REN,REN/USDT,renusdt,2,6,2,0.142533,0.143198,1,0,1,1,0.143531,0.142557,0.140507,0.143198,10000.140705,-9999.857443,0.142533,0.143198,0.138591,0.138591,False,False,1,0.140507,0.140507,0.143531
EGS,EGS/USDT,egsusdt,4,6,0,0.016056,0.017417,2,1,1,1,0.016822,0.01645,0.016056,0.018265,0.018265,-9999.98243,0.016056,0.016928,0.016561,0.016561,False,False,0,0.018265,0.01645,0.018265
SPELLFIRE,SPELLFIRE/USDT,spellfireusdt,4,6,2,0.0,0.0,2,1,0,1,0.006732,0.006427,0.00623,0.007236,0.007236,-9999.992811,0.006647,0.006647,0.006647,0.006647,False,False,0,0.006681,0.006427,0.007236
ROCO,ROCO/USDT,rocousdt,4,4,2,0.1008,0.1093,0,2,1,1,0.1038,0.1038,0.1024,0.1041,10000.1023,0.1024,0.1024,0.1013,0.1079,0.1079,False,False,1,0.1041,0.1024,0.1038
BREED,BREED/USDT,breedusdt,4,4,2,0.1074,0.1061,1,2,1,0,0.1087,0.1068,0.1064,0.1086,10000.1068,0.1064,0.1074,0.1061,0.107,0.107,False,False,1,0.1059,0.1064,0.1087
ABT,ABT/USDT,abtusdt,2,4,0,0.0892,0.091,2,1,1,1,0.09,0.09,0.0892,0.0935,0.0935,-9999.9065,0.0892,0.091,0.0877,0.0877,False,False,0,0.0935,0.09,0.0935
TINC,TINC/USDT,tincusdt,4,4,2,0.0,0.0,0,0,0,0,0.7257,0.6563,0.6697,0.6697,10000.671,-9999.3198,0.6697,0.6697,0.6697,0.6697,False,False,1,0.0,0.6601,0.7257
NBS,NBS/USDT,nbsusdt,2,6,2,0.0,0.004631,2,1,1,0,0.004568,0.004528,0.004556,0.0046,0.0046,0.004556,0.004556,0.0046,0.004714,0.004714,True,True,0,0.004553,0.004528,0.0046
JUMBO,JUMBO/USDT,jumbousdt,4,4,2,0.0,0.0,1,0,0,1,3.3634,3.1672,3.0974,3.4062,10003.2039,-9996.6037,3.2782,3.4062,3.2782,3.2782,False,False,1,3.4402,3.0974,3.3634
WICC,WICC/USDT,wiccusdt,4,4,1,0.0756,0.0738,1,2,1,1,0.0736,0.0736,0.0727,0.0738,0.0738,0.0727,0.0727,0.0738,0.0755,0.0755,True,True,1,0.0727,0.0727,0.0736
BTC*(-1),BTC*(-1)/USDT,btc1susdt,4,4,0,0.7919,0.0,1,0,0,0,0.8006,0.7919,0.7919,0.8018,0.799,0.7943,0.7919,0.8018,0.7975,0.7975,False,True,1,0.0,0.7943,0.8006
WAVES,WAVES/USDT,wavesusdt,2,4,2,5.5592,5.6254,1,2,1,1,5.6152,5.5943,5.5466,5.6326,10005.5665,5.5466,5.5592,5.616,5.7192,5.7192,False,False,1,5.6326,5.5466,5.6152
WILD,WILD/USDT,wildusdt,4,4,2,0.3388,0.0,1,0,0,1,0.351,0.3506,0.3345,0.3429,10000.3345,-9999.6494,0.3388,0.3424,0.3322,0.3322,False,False,1,0.3429,0.3345,0.351
SD,SD/USDT,sdusdt,4,4,1,0.0,1.3639,0,1,0,0,1.374,1.15,1.2341,1.3639,10001.1939,1.2341,1.2341,1.3639,1.2422,1.2422,False,False,0,0.0,1.15,1.3639
