Coin,Name,Symbol,PCoin,PPrice,Trend_H1,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
LXT,LXT/USDT,lxtusdt,2,6,1,0.0,0.000322,0,1,0,1,0.000317,0.00023,0.000285,0.000322,10000.000256,0.000285,0.000285,0.000322,0.000287,0.000287,False,False,0,0.000304,0.00023,0.000321,0.000256
CRU,CRU/USDT,cruusdt,4,4,2,0.9613,0.0,1,0,0,1,1.257,1.0038,0.9271,0.9982,10000.9536,-9998.8677,0.9613,0.976,0.9326,0.9326,False,False,1,0.9982,0.9271,1.257,1.1337
XRP*(-3),XRP*(-3)/USDT,xrp3susdt,4,4,1,2.267,2.332,1,2,1,1,2.2368,2.185,2.1334,2.332,10002.18,2.1334,2.3031,2.332,2.2415,2.2415,False,False,1,2.1334,2.1334,2.2368,2.2099
MC,MC/USDT,mcusdt,4,4,0,1.0849,1.075,2,1,1,1,1.1199,1.11,1.1051,1.1599,1.1402,1.1051,1.1051,1.1599,1.0301,1.0301,True,True,0,1.202,1.11,1.1402,1.1149
ITC,ITC/USDT,itcusdt,4,6,0,0.0,0.0,1,0,0,1,0.011,0.008508,0.007804,0.00847,0.007496,-9999.989976,0.007496,0.007496,0.007496,0.007496,False,False,1,0.00847,0.007804,0.011,0.010083
NEW,NEW/USDT,newusdt,4,6,1,0.0,0.000406,2,1,1,1,0.000369,0.000346,0.000348,0.000377,0.000373,0.000348,0.000348,0.000377,0.000449,0.000449,True,True,0,0.000334,0.000346,0.000373,0.000349
MASS,MASS/USDT,massusdt,2,4,0,0.0126,0.0131,1,0,1,0,0.0225,0.0169,0.0126,0.0132,0.0132,-9999.9799,0.0126,0.0131,0.0129,0.0129,False,False,1,0.0132,0.0126,0.0225,0.0201
ANML,ANML/USDT,anmlusdt,4,6,1,0.0,0.003199,0,1,0,1,0.002975,0.002715,0.002937,0.003199,10000.002777,0.002937,0.002953,0.003199,0.002953,0.002953,False,False,0,0.003359,0.002715,0.003199,0.002768
KNC,KNC/USDT,kncusdt,2,4,1,1.9951,2.8465,0,1,0,1,2.5488,2.3779,2.5644,2.8465,10002.4494,2.5644,2.5644,2.8465,1.5764,1.5764,False,False,0,2.7984,2.3779,2.8465,2.4117
SKU,SKU/USDT,skuusdt,4,6,1,0.029059,0.031095,0,1,0,1,0.030335,0.029,0.029043,0.031095,10000.029,0.029043,0.029087,0.031095,0.027852,0.027852,False,False,0,0.029043,0.029,0.031095,0.029456
RACA,RACA/USDT,racausdt,4,6,0,0.0,0.0,0,1,0,1,0.000654,0.000512,0.000501,0.000703,0.000501,-9999.999371,0.000501,0.000501,0.000501,0.000501,False,False,0,0.000703,0.000512,0.000703,0.000563
REVV,REVV/USDT,revvusdt,4,6,2,0.026948,0.029954,1,0,1,1,0.031639,0.030321,0.026966,0.029954,10000.028501,-9999.969679,0.028348,0.029954,0.030022,0.030022,False,False,1,0.026966,0.026966,0.031639,0.031301
BNT,BNT/USDT,bntusdt,2,4,2,1.3511,1.4035,0,0,0,1,1.4328,1.3816,1.3854,1.4035,10001.3839,-9998.593,1.3854,1.4035,1.4081,1.4081,False,False,0,1.4066,1.3816,1.4035,1.3919
SRM,SRM/USDT,srmusdt,4,4,0,1.1462,1.1691,2,1,1,1,1.1597,1.1483,1.1359,1.182,1.182,1.1359,1.1359,1.182,1.2811,1.2811,True,True,0,1.1809,1.1483,1.182,1.1527
EGT,EGT/USDT,egtusdt,2,6,2,0.000278,0.0,1,0,0,1,0.000536,0.000301,0.000243,0.000308,10000.000259,-9999.999639,0.000278,0.000289,0.000255,0.000255,False,False,1,0.000308,0.000243,0.000536,0.000366
KSM,KSM/USDT,ksmusdt,3,4,2,79.1982,76.1027,0,1,1,1,82.0806,78.1805,79.1982,82.2897,10079.3485,-9919.4412,79.1982,80.5357,72.8638,72.8638,False,False,0,82.2897,78.1805,82.2897,80.1305
MDS,MDS/USDT,mdsusdt,2,6,0,0.000241,0.0,2,1,0,1,0.00034,0.000301,0.000241,0.000347,0.000347,-9999.999676,0.000241,0.000268,0.000211,0.000211,False,False,0,0.000347,0.000301,0.000347,0.000307
PHA,PHA/USDT,phausdt,4,6,0,0.11477,0.0,1,0,0,0,0.152925,0.120504,0.11477,0.119958,0.119958,-9999.870436,0.11477,0.119958,0.116711,0.116711,False,False,1,0.127351,0.11477,0.152925,0.131801
WOO,WOO/USDT,woousdt,2,5,0,0.19976,0.18756,1,2,1,1,0.20879,0.20429,0.20341,0.21397,0.21397,0.20341,0.20341,0.20218,0.19495,0.19495,True,False,1,0.21397,0.20341,0.20879,0.20832
BHD,BHD/USDT,bhdusdt,4,4,0,0.0541,0.0734,2,0,1,1,0.0688,0.0589,0.0541,0.0626,0.0626,-9999.9316,0.0541,0.0584,0.0605,0.0605,False,False,0,0.0626,0.0589,0.0626,0.0604
MXC,MXC/USDT,mxcusdt,2,6,1,0.07814,0.085362,1,2,1,1,0.083392,0.081418,0.081109,0.085362,10000.082335,0.081109,0.082499,0.085362,0.077987,0.077987,False,False,1,0.081109,0.081109,0.083392,0.081855
BTM,BTM/USDT,btmusdt,2,6,0,0.009531,0.0101,2,0,1,1,0.010656,0.00962,0.009531,0.010177,0.010177,-9999.9897,0.009531,0.009959,0.0097,0.0097,False,False,0,0.010177,0.00962,0.010177,0.010114
APE,APE/USDT,apeusdt,4,4,1,8.0139,8.2275,0,1,0,1,8.0146,7.8324,7.9188,8.2275,10007.933,7.9188,7.9188,8.2275,8.396,8.396,False,False,0,7.5286,7.8324,8.2275,7.9158
HIVE,HIVE/USDT,hiveusdt,2,4,0,0.4806,0.4937,1,0,1,0,0.5779,0.4962,0.4806,0.4867,0.4867,-9999.4842,0.4806,0.4788,0.4932,0.4932,False,False,1,0.4867,0.4821,0.5779,0.5185
NULS,NULS/USDT,nulsusdt,2,4,2,0.0,0.0,1,0,0,1,0.2874,0.18,0.1625,0.1733,10000.1651,-9999.7827,0.1654,0.1654,0.1654,0.1654,False,False,1,0.1733,0.1625,0.2874,0.2199
ETH*(-1),ETH*(-1)/USDT,eth1susdt,4,4,1,0.3471,0.345,1,2,1,1,0.3415,0.3395,0.3368,0.345,10000.3368,0.3368,0.3386,0.345,0.3432,0.3432,False,False,1,0.3368,0.3368,0.3415,0.3396
COTI,COTI/USDT,cotiusdt,2,4,0,0.1065,0.1151,1,0,1,0,0.1194,0.1149,0.1065,0.1122,0.1122,-9999.8837,0.1065,0.1122,0.1066,0.1066,False,False,1,0.1037,0.1065,0.1194,0.1183
TNB,TNB/USDT,tnbusdt,2,6,0,0.00341,0.0,2,0,0,1,0.003865,0.003701,0.00341,0.003813,0.003813,-9999.996192,0.00341,0.003605,0.003286,0.003286,False,False,0,0.003813,0.003701,0.003813,0.003842
TRIBE,TRIBE/USDT,tribeusdt,4,4,1,0.0,0.2576,0,2,1,1,0.264,0.2409,0.2503,0.2576,10000.2503,0.2503,0.2686,0.2576,0.2686,0.2686,False,False,1,0.2503,0.2503,0.264,0.2521
BTC*(-3),BTC*(-3)/USDT,btc3susdt,4,8,1,0.00023106,0.00022976,0,1,0,1,0.0002228,0.00020412,0.00022402,0.00022976,10000.0002123,0.00022402,0.00022402,0.00022976,0.00023,0.00023,False,False,0,0.00022126,0.00020412,0.00022976,0.0002123
EDEN,EDEN/USDT,edenusdt,4,4,1,0.1433,0.1393,1,2,1,1,0.1545,0.1296,0.1303,0.1393,10000.1338,0.1303,0.1312,0.1393,0.1445,0.1445,False,False,1,0.1303,0.1303,0.1545,0.1376
WNDR,WNDR/USDT,wndrusdt,4,6,2,0.0,0.0,1,2,0,0,0.041499,0.032481,0.030382,0.043707,10000.032011,0.030382,0.031918,0.031918,0.031918,0.031918,False,False,1,0.0,0.030382,0.041499,0.039199
ZKS,ZKS/USDT,zksusdt,4,4,0,0.0461,0.0492,1,0,1,0,0.0662,0.0461,0.0461,0.0477,0.0477,-9999.9424,0.0461,0.0477,0.0513,0.0513,False,False,1,0.0456,0.0461,0.0662,0.0576
HBB,HBB/USDT,hbbusdt,4,4,1,0.8721,0.8845,0,1,0,1,0.8582,0.8318,0.8676,0.8845,10000.8358,0.8676,0.8721,0.8845,0.9393,0.9393,False,False,0,0.894,0.8318,0.8845,0.8353
BCH,BCH/USDT,bchusdt,4,2,0,186.49,200.08,1,0,1,0,202.48,195.31,186.49,194.51,194.51,-9803.68,186.49,194.51,230.42,230.42,False,False,1,186.11,186.49,202.48,197.55
NUM,NUM/USDT,numusdt,4,4,1,0.0,0.1159,0,1,0,0,0.1146,0.0907,0.1026,0.1159,10000.1014,0.1026,0.1125,0.1159,0.1125,0.1125,False,False,0,0.0,0.0907,0.1159,0.1005
API3,API3/USDT,api3usdt,4,4,1,1.707,2.0259,2,1,1,1,1.914,1.87,1.8372,1.9585,1.9585,1.8372,1.8847,1.9585,1.7281,1.7281,False,True,0,1.8372,1.87,1.9585,1.9026
T,T/USDT,tusdt,4,4,2,0.0469,0.0524,1,0,1,1,0.0663,0.0474,0.0464,0.0524,10000.0485,-9999.9474,0.0465,0.0524,0.0456,0.0456,False,False,1,0.0464,0.0464,0.0663,0.0492
FILDA,FILDA/USDT,fildausdt,2,6,2,0.0074,0.00805,2,1,0,1,0.007602,0.007602,0.0076,0.008,0.008,0.0076,0.007801,0.008,0.007401,0.007401,False,True,0,0.007701,0.007602,0.008,0.007602
LUNA,LUNA/USDT,lunausdt,2,8,2,0.0,0.0001485,1,2,1,0,0.00021938,0.00019086,0.00016228,0.00022483,0.00022483,0.00016228,0.00016228,0.0001485,0.00047697,0.00047697,True,False,1,0.00010018,0.00016228,0.00021938,0.00020918
FIL,FIL/USDT,filusdt,4,4,2,7.613,8.2713,1,0,1,1,8.5314,8.1754,8.0189,8.2713,10008.1135,-9991.7118,8.0505,8.2713,8.5696,8.5696,False,False,1,8.0189,8.0189,8.5314,8.3535
FITFI,FITFI/USDT,fitfiusdt,4,6,1,0.0,0.23,2,1,1,0,0.179,0.1678,0.165,0.1879,0.1879,0.165,0.165,0.1879,0.257383,0.257383,True,True,0,0.162431,0.1678,0.1879,0.170671
CTSI,CTSI/USDT,ctsiusdt,2,4,2,0.0,0.1882,1,0,1,1,0.1966,0.1875,0.1813,0.1882,10000.1863,-9999.8107,0.182,0.1882,0.1817,0.1817,False,False,1,0.1813,0.1813,0.1966,0.1913
SLC,SLC/USDT,slcusdt,2,6,2,0.129916,0.1141,2,1,1,1,0.113048,0.11,0.109827,0.115322,0.115322,-9999.886664,0.129916,0.1141,0.131175,0.131175,False,False,0,0.109827,0.11,0.115322,0.110573
XTM,XTM/USDT,xtmusdt,4,4,2,0.0,0.0533,2,1,1,0,0.0547,0.0498,0.0465,0.0643,0.0643,-9999.9464,0.0469,0.0533,0.0469,0.0469,False,False,0,0.0465,0.0498,0.0643,0.0504
HEC,HEC/USDT,hecusdt,4,4,2,0.3209,0.3402,0,1,1,1,0.3244,0.3176,0.3209,0.3462,10000.3244,-9999.6789,0.3209,0.3326,0.3937,0.3937,False,False,0,0.3462,0.3176,0.3462,0.3211
ZIG,ZIG/USDT,zigusdt,4,6,0,0.017001,0.015919,1,2,1,1,0.021081,0.020418,0.019001,0.021897,0.021897,0.019244,0.019001,0.015919,0.015609,0.015609,True,False,1,0.021897,0.019244,0.021081,0.020623
KAN,KAN/USDT,kanusdt,4,6,2,0.001297,0.0013,2,1,1,1,0.001344,0.001321,0.001301,0.001344,0.001342,0.001301,0.001301,0.001344,0.001257,0.001257,True,True,0,0.001274,0.001321,0.001342,0.00134
AURORA,AURORA/USDT,aurorausdt,4,4,2,0.0,0.0,2,1,0,0,3.9168,3.6667,3.5166,3.9168,3.9131,3.5166,3.5687,3.9168,3.5687,3.5687,False,True,0,0.0,3.6667,3.9131,3.7334
XMX,XMX/USDT,xmxusdt,2,8,2,0.0,0.0,1,0,0,0,2.9e-05,1.819e-05,1.339e-05,1.729e-05,10000.0000168,-9999.99998099,1.72e-05,1.72e-05,1.72e-05,1.72e-05,False,False,1,0.0,1.339e-05,2.9e-05,1.905e-05
BAT,BAT/USDT,batusdt,2,4,0,0.3941,0.389,2,1,1,1,0.4055,0.3976,0.3941,0.4152,0.4152,-9999.5938,0.3941,0.4104,0.4024,0.4024,False,False,0,0.4152,0.3976,0.4152,0.4019
KAVA,KAVA/USDT,kavausdt,2,4,0,2.3292,2.64,1,0,1,0,2.9098,2.6526,2.3292,2.5297,2.5297,-9997.2767,2.3292,2.3793,2.1855,2.1855,False,False,1,2.5297,2.3292,2.9098,2.7312
XEC,XEC/USDT,xecusdt,2,8,0,4.55e-05,4.752e-05,1,0,1,0,4.985e-05,4.847e-05,4.55e-05,4.656e-05,4.656e-05,-9999.99995153,4.55e-05,4.656e-05,4.119e-05,4.119e-05,False,False,1,4.414e-05,4.55e-05,4.985e-05,4.983e-05
VPAD,VPAD/USDT,vpadusdt,4,4,2,0.0,0.0,0,1,0,0,0.2195,0.1953,0.2215,0.2324,10000.1979,0.2301,0.2301,0.2301,0.2301,0.2301,False,False,0,0.0,0.1953,0.2324,0.1978
NEO,NEO/USDT,neousdt,4,2,0,10.5,10.79,1,0,1,0,11.5,11.0,10.5,10.93,10.93,-9989.0,10.5,10.47,10.46,10.46,False,False,1,10.93,10.5,11.5,11.42
LAMB,LAMB/USDT,lambusdt,4,6,1,0.001587,0.00197,0,1,0,1,0.001843,0.001718,0.001776,0.00197,10000.001789,0.001776,0.001809,0.00197,0.001297,0.001297,False,False,0,0.001776,0.001718,0.00197,0.001761
PEARL,PEARL/USDT,pearlusdt,6,2,0,10.44,10.3,1,0,1,0,12.17,10.02,10.44,10.94,10.94,-9988.97,10.44,10.3,13.34,13.34,False,False,1,9.33,10.67,12.17,11.03
VIDY,VIDY/USDT,vidyusdt,2,6,0,0.000139,0.0,1,0,0,0,0.000222,0.000158,0.000139,0.000143,0.000143,-9999.999815,0.000139,0.000141,0.000141,0.000141,False,False,1,0.000142,0.000139,0.000222,0.000185
GCOIN,GCOIN/USDT,gcoinusdt,4,4,2,0.1775,0.0,0,1,0,1,0.17,0.17,0.1775,0.1902,10000.17,-9999.8098,0.1775,0.1899,0.1604,0.1604,False,False,0,0.1902,0.17,0.1902,0.17
USDT,USDT/UAH,usdtuah,1,2,0,0.0,0.0,1,0,0,0,37.73,33.0,33.32,33.66,33.66,-9964.4,33.66,33.66,33.66,33.66,False,False,1,0.0,33.32,37.73,35.6
TT,TT/USDT,ttusdt,2,6,0,0.005959,0.0,1,0,0,0,0.006475,0.006062,0.005959,0.006078,0.006078,-9999.993696,0.005959,0.005885,0.005921,0.005921,False,False,1,0.006078,0.005959,0.006475,0.006331
REQ,REQ/USDT,requsdt,1,4,2,0.1104,0.0,1,2,0,1,0.1215,0.1091,0.1078,0.1202,10000.1078,0.1078,0.1104,0.1156,0.1073,0.1073,False,False,1,0.1202,0.1078,0.1215,0.1135
BOO,BOO/USDT,boousdt,4,4,2,0.0,0.0,1,0,0,0,5.4999,3.3021,3.3399,3.7803,10003.6211,-9995.18,3.7803,3.7803,3.7803,3.7803,False,False,1,0.0,3.3399,5.4999,4.82
CSPR,CSPR/USDT,csprusdt,1,4,0,0.0379,0.0,1,0,0,0,0.0408,0.0377,0.0379,0.0391,0.0391,-9999.9605,0.0379,0.0391,0.0371,0.0371,False,False,1,0.041,0.0379,0.0408,0.0395
FTI,FTI/USDT,ftiusdt,2,8,2,0.0,0.0,0,0,0,0,6.098e-05,5.163e-05,5.416e-05,5.416e-05,10000.00005561,-9999.99994354,5.416e-05,5.416e-05,5.416e-05,5.416e-05,False,False,1,0.0,5.323e-05,6.098e-05,5.769e-05
LRC,LRC/USDT,lrcusdt,4,4,2,0.4734,0.4699,1,2,1,1,0.5033,0.4979,0.494,0.5174,0.5174,0.494,0.494,0.5174,0.4651,0.4651,True,True,1,0.5093,0.494,0.5033,0.503
PLY,PLY/USDT,plyusdt,4,6,2,0.002786,0.003,2,1,1,1,0.002771,0.002714,0.002701,0.002841,0.002841,0.002701,0.002786,0.002841,0.002643,0.002643,False,True,0,0.002928,0.002714,0.002841,0.002748
OXT,OXT/USDT,oxtusdt,4,4,2,0.1272,0.134,1,0,1,1,0.1398,0.1287,0.1215,0.134,10000.1245,-9999.8665,0.1296,0.134,0.1161,0.1161,False,False,1,0.1215,0.1215,0.1398,0.1326
FIRO,FIRO/USDT,firousdt,4,4,2,1.655,0.0,0,0,0,1,2.0891,1.5321,1.655,1.7842,10001.6692,-9998.1434,1.655,1.7006,1.6103,1.6103,False,False,0,1.7842,1.5321,1.7842,1.8566
LMR,LMR/USDT,lmrusdt,4,4,0,0.0387,0.0,1,0,0,0,0.0444,0.0401,0.0387,0.0397,0.0397,-9999.9563,0.0387,0.0397,0.0356,0.0356,False,False,1,0.0458,0.0387,0.0444,0.0437
BTT,BTT/USDT,bttusdt,4,10,0,1.1136e-06,1.1427e-06,1,0,1,0,1.141e-06,1.1225e-06,1.1136e-06,1.1346e-06,1.1346e-06,-9999.9999988681,1.1136e-06,1.1255e-06,1.0924e-06,1.0924e-06,False,False,1,1.1346e-06,1.1136e-06,1.141e-06,1.1371e-06
LINK*(-3),LINK*(-3)/USDT,link3susdt,4,4,1,21.3922,21.6367,0,1,0,1,19.9299,18.2481,20.7845,21.6367,10019.5606,20.7845,21.3922,21.6367,22.97,22.97,False,False,0,22.0831,18.2481,21.6367,19.2641
CLV,CLV/USDT,clvusdt,4,4,0,0.1457,0.1549,1,2,1,1,0.1553,0.1499,0.1475,0.1563,0.1563,0.1475,0.1475,0.1451,0.1412,0.1412,True,False,1,0.1563,0.1475,0.1553,0.1517
BABYDOGE,BABYDOGE/USDT,babydogeusdt,2,12,2,0.0,0.0,2,1,0,0,2.05e-09,1.479e-09,9.53e-10,2.2e-09,2.2e-09,-9999.99999999814,1.024e-09,1.024e-09,1.024e-09,1.024e-09,False,False,0,0.0,1.479e-09,2.2e-09,1.615e-09
FOR,FOR/USDT,forusdt,2,6,0,0.017022,0.0,1,0,0,0,0.024579,0.017842,0.017022,0.020381,0.020381,-9999.979435,0.017022,0.017233,0.015683,0.015683,False,False,1,0.020381,0.017022,0.024579,0.020203
FIS,FIS/USDT,fisusdt,2,4,2,0.0,0.0,1,0,0,1,0.4469,0.2456,0.2343,0.243,10000.2374,-9999.6812,0.2401,0.2401,0.2401,0.2401,False,False,1,0.243,0.2343,0.4469,0.3241
GF,GF/USDT,gfusdt,4,4,0,0.4864,0.497,1,0,1,0,0.552,0.4958,0.4864,0.5062,0.5062,-9999.4826,0.4864,0.497,0.5273,0.5273,False,False,1,0.4829,0.4864,0.552,0.5181
RETH,RETH/USDT,rethusdt,4,6,2,0.0,0.0,1,0,0,1,0.240018,0.020001,0.0342,0.069,10000.040491,-9999.979999,0.037745,0.037745,0.037745,0.037745,False,False,1,0.069,0.0342,0.240018,0.044044
NGL,NGL/USDT,nglusdt,4,4,0,0.4447,0.5276,2,1,1,1,0.4754,0.46,0.4447,0.4739,0.4739,-9999.5396,0.4447,0.4515,0.4825,0.4825,False,False,0,0.4739,0.46,0.4739,0.4611
MULTI,MULTI/USDT,multiusdt,4,4,2,0.0,0.0,0,1,0,1,6.6313,5.6756,7.5288,8.9502,10006.1261,-9991.8569,7.5288,7.5288,7.5288,7.5288,False,False,0,8.9502,5.6756,8.9502,6.1235
STF,STF/USDT,stfusdt,4,4,2,0.0,0.0,1,0,0,1,0.015,0.0091,0.009,0.0106,10000.0098,-9999.9885,0.0102,0.0102,0.0102,0.0102,False,False,1,0.0106,0.009,0.015,0.0115
SUSHI,SUSHI/USDT,sushiusdt,4,4,0,1.4063,1.3276,1,0,1,0,1.5258,1.4439,1.4063,1.488,1.488,-9998.5312,1.4063,1.488,1.2685,1.2685,False,False,1,1.5182,1.4063,1.5258,1.4964
ERTHA,ERTHA/USDT,erthausdt,2,6,0,0.0158,0.0,1,2,0,1,0.021128,0.01956,0.018233,0.022303,0.022303,0.018233,0.018233,0.018879,0.014927,0.014927,True,False,1,0.022303,0.018233,0.021128,0.020042
CUDOS,CUDOS/USDT,cudosusdt,4,6,2,0.0,0.0,0,1,0,0,0.015731,0.009498,0.010768,0.015042,10000.010576,-9999.987574,0.011633,0.011633,0.011633,0.011633,False,False,0,0.0,0.009498,0.015042,0.010536
LOOKS,LOOKS/USDT,looksusdt,4,4,0,0.4569,0.5321,1,0,1,0,0.5794,0.4884,0.4569,0.5059,0.5059,-9999.4561,0.4569,0.5059,0.6483,0.6483,False,False,1,0.4654,0.4569,0.5794,0.5561
SYS,SYS/USDT,sysusdt,4,4,0,0.2019,0.215,1,2,1,1,0.2154,0.2085,0.2038,0.2151,0.2151,0.2038,0.2038,0.2093,0.1799,0.1799,True,False,1,0.2151,0.2038,0.2154,0.213
WAVES,WAVES/USDT,wavesusdt,2,4,1,0.0,6.1952,1,2,1,2,5.9796,5.7091,5.7695,5.9658,5.9651,5.7695,5.7695,5.9658,6.6499,6.6499,True,True,1,5.4917,5.7695,5.9796,5.8396
DASH,DASH/USDT,dashusdt,4,2,0,58.21,61.71,1,0,1,0,62.6,60.96,58.21,59.74,59.64,-9938.6,58.21,59.74,59.75,59.75,False,False,1,60.22,58.21,62.6,62.2
CAKE,CAKE/USDT,cakeusdt,4,4,0,4.8376,4.4858,1,0,1,0,4.9683,4.8625,4.8376,4.9047,4.9047,-9995.1375,4.8376,4.4858,4.2288,4.2288,False,False,1,4.9047,4.8376,4.9683,4.9646
DAI,DAI/USDT,daiusdt,2,4,2,0.0,0.0,2,0,0,0,1.0055,0.9981,0.9977,1.0027,1.0027,-9998.9985,1.0021,1.0027,1.0021,1.0021,False,False,0,0.0,0.9981,1.0027,1.0012
RLY,RLY/USDT,rlyusdt,2,4,0,0.0659,0.0699,2,0,1,1,0.0708,0.0661,0.0659,0.0677,0.0677,-9999.9323,0.0659,0.0659,0.0718,0.0718,False,False,0,0.0677,0.0661,0.0677,0.067
XCUR,XCUR/USDT,xcurusdt,4,4,2,0.0,0.0,1,2,0,1,0.2081,0.1306,0.1168,0.266,10000.1238,0.1168,0.1187,0.1187,0.1187,0.1187,False,False,1,0.266,0.1168,0.2081,0.1457
WAR,WAR/USDT,warusdt,4,4,1,0.0,0.014,0,2,1,1,0.0132,0.0121,0.0128,0.014,10000.0122,0.0128,0.0135,0.014,0.0132,0.0132,False,False,1,0.0128,0.0128,0.0132,0.0122
KLAY,KLAY/USDT,klayusdt,4,4,2,0.0,0.0,0,0,0,0,0.5036,0.4911,0.4365,0.4365,10000.4406,-9999.5089,0.4365,0.4365,0.4365,0.4365,False,False,1,0.0,0.343,0.5036,0.5015
NYM,NYM/USDT,nymusdt,4,4,0,0.425,0.5093,1,0,1,0,0.6,0.5136,0.425,0.4737,0.4737,-9999.4666,0.425,0.4737,0.4436,0.4436,False,False,1,0.3971,0.425,0.6,0.541
EPIK,EPIK/USDT,epikusdt,4,6,0,0.020267,0.0,1,2,0,1,0.024759,0.02308,0.021908,0.025187,0.025187,0.021908,0.021908,0.025187,0.018853,0.018853,True,True,1,0.026,0.021908,0.024759,0.023971
HBAR,HBAR/USDT,hbarusdt,2,6,1,0.096682,0.105776,1,2,1,1,0.105571,0.102141,0.09782,0.105776,10000.100694,0.09782,0.100829,0.105776,0.098986,0.098986,False,False,1,0.09782,0.09782,0.105571,0.103417
RADAR,RADAR/USDT,radarusdt,4,6,1,0.0,0.011045,1,2,1,0,0.010211,0.009136,0.009136,0.010399,0.010399,0.009295,0.009136,0.010399,0.007409,0.007409,True,True,1,0.009065,0.009295,0.010211,0.009986
BCH*3,BCH*3/USDT,bch3lusdt,4,8,0,0.00019502,0.000228,2,1,2,1,0.000216,0.000211,0.00020931,0.00022957,0.00022605,0.00020931,0.00020931,0.00022957,0.000333,0.000333,True,True,0,0.000232,0.000211,0.00022605,0.00021597
LBP,LBP/USDT,lbpusdt,4,6,2,0.002303,0.002049,1,0,1,1,0.002437,0.002189,0.002025,0.002049,10000.002037,-9999.99771,0.002041,0.002049,0.001896,0.001896,False,False,1,0.002025,0.002025,0.002437,0.00229
VISION,VISION/USDT,visionusdt,4,6,1,0.0,0.01422,0,1,0,2,0.013665,0.011753,0.013551,0.01422,10000.012198,0.013551,0.017575,0.01422,0.008526,0.008526,False,False,0,0.013551,0.011753,0.01422,0.012077
AUDIO,AUDIO/USDT,audiousdt,4,4,0,0.4395,0.4232,2,1,1,1,0.4703,0.4551,0.4454,0.4767,0.4767,0.4454,0.4454,0.4767,0.4197,0.4197,True,True,0,0.4826,0.4551,0.4767,0.466
SCREAM,SCREAM/USDT,screamusdt,4,4,2,0.0,7.0928,2,1,1,1,15.2,2.9002,2.985,15.2,5.771,2.985,7.0221,15.2,6.3223,6.3223,False,True,0,6.8286,2.9002,5.771,4.3331
CHZ,CHZ/USDT,chzusdt,4,6,0,0.118627,0.121946,2,1,1,1,0.125588,0.121265,0.11954,0.125686,0.125686,0.11954,0.11954,0.125686,0.113005,0.113005,True,True,0,0.126457,0.121265,0.125686,0.123778
WHALE,WHALE/USDT,whaleusdt,4,4,1,2.8056,2.7,0,1,0,1,2.5471,2.4628,2.5485,2.7,10002.5098,2.5485,2.8616,2.7,3.06,3.06,False,False,0,2.5485,2.4628,2.7,2.5098
LQTY,LQTY/USDT,lqtyusdt,4,4,2,1.6643,1.5198,0,1,1,1,1.7838,1.5701,1.6643,2.0005,10001.6519,-9998.1895,1.6643,1.5198,1.3789,1.3789,False,False,0,2.0005,1.5701,2.0005,1.6519
RING,RING/USDT,ringusdt,2,6,2,0.009118,0.0,0,1,0,1,0.009312,0.009034,0.009118,0.009386,10000.009099,-9999.990688,0.009118,0.009339,0.009766,0.009766,False,False,0,0.009386,0.009034,0.009386,0.009099
MOVR,MOVR/USDT,movrusdt,4,4,2,24.5627,22.2871,1,2,1,1,25.1774,24.4625,24.262,25.1794,10024.5642,24.262,24.5627,25.0085,21.5034,21.5034,False,False,1,25.1794,24.262,25.1774,25.1774
VLX,VLX/USDT,vlxusdt,4,6,2,0.0,0.0,0,0,0,0,0.120526,0.07,0.095999,0.095999,10000.072957,0.095999,0.095999,0.095999,0.095999,0.095999,False,False,1,0.0,0.07,0.120526,0.072727
SKM,SKM/USDT,skmusdt,2,6,0,0.0,0.0,0,1,0,1,0.000651,0.000585,0.000514,0.00071,0.000514,-9999.999335,0.000514,0.000514,0.000514,0.000514,False,False,0,0.00071,0.000585,0.00071,0.000613
CELO,CELO/USDT,celousdt,4,4,0,1.2765,1.3229,1,0,1,0,1.3819,1.3186,1.2796,1.3229,1.3229,-9998.6758,1.2765,1.3229,1.5189,1.5189,False,False,1,1.2796,1.2796,1.3819,1.3328
GMT,GMT/USDT,gmtusdt,4,4,2,0.0,0.0,1,2,0,1,1.4491,1.3672,1.3275,1.4377,1.4377,1.3275,1.3275,1.4377,1.3922,1.3922,True,True,1,1.5841,1.3275,1.4491,1.3984
MKR,MKR/USDT,mkrusdt,6,2,1,0.0,1502.95,0,1,0,0,1470.37,1358.53,1414.82,1502.95,11420.47,1414.82,1484.16,1502.95,1577.51,1577.51,False,False,0,1414.82,1358.53,1502.95,1413.93
TRB,TRB/USDT,trbusdt,4,4,1,9.8501,11.3073,1,2,1,1,11.006,10.7761,10.7125,11.3073,10010.9157,10.7125,10.7904,11.3073,10.3576,10.3576,False,False,1,10.7125,10.7125,11.006,11.006
BETH,BETH/USDT,bethusdt,6,2,2,0.0,0.0,0,1,0,0,2024.31,1742.07,1888.57,2075.09,11890.41,-8073.26,1888.57,1888.57,1888.57,1888.57,False,False,0,0.0,1742.07,2075.09,1901.18
